cat,soc,job,elm,val,mhr,myr
Office and Administrative Support,43-3051,Payroll and Timekeeping Clerks,Social,2,21.66,45050
Office and Administrative Support,43-3051,Payroll and Timekeeping Clerks,Enterprising,3.67,21.66,45050
Office and Administrative Support,43-3051,Payroll and Timekeeping Clerks,Conventional,7,21.66,45050
Office and Administrative Support,43-3061,Procurement Clerks,Realistic,2,20.51,42670
Office and Administrative Support,43-3061,Procurement Clerks,Investigative,1.67,20.51,42670
Office and Administrative Support,43-3061,Procurement Clerks,Artistic,1,20.51,42670
Office and Administrative Support,43-3061,Procurement Clerks,Social,1,20.51,42670
Office and Administrative Support,43-3061,Procurement Clerks,Enterprising,4.33,20.51,42670
Office and Administrative Support,43-3061,Procurement Clerks,Conventional,7,20.51,42670
Office and Administrative Support,43-3071,Tellers,Realistic,2.67,14.16,29450
Office and Administrative Support,43-3071,Tellers,Investigative,1.33,14.16,29450
Office and Administrative Support,43-3071,Tellers,Artistic,1,14.16,29450
Office and Administrative Support,43-3071,Tellers,Social,2,14.16,29450
Office and Administrative Support,43-3071,Tellers,Enterprising,4.67,14.16,29450
Office and Administrative Support,43-3071,Tellers,Conventional,6.67,14.16,29450
Office and Administrative Support,43-4011,Brokerage Clerks,Realistic,2.67,24.71,51400
Office and Administrative Support,43-4011,Brokerage Clerks,Investigative,1.67,24.71,51400
Office and Administrative Support,43-4011,Brokerage Clerks,Artistic,1,24.71,51400
Office and Administrative Support,43-4011,Brokerage Clerks,Social,3,24.71,51400
Office and Administrative Support,43-4011,Brokerage Clerks,Enterprising,5.33,24.71,51400
Office and Administrative Support,43-4011,Brokerage Clerks,Conventional,7,24.71,51400
Office and Administrative Support,43-4021,Correspondence Clerks,Realistic,2.67,17.93,37290
Office and Administrative Support,43-4021,Correspondence Clerks,Investigative,2.33,17.93,37290
Office and Administrative Support,43-4021,Correspondence Clerks,Artistic,2,17.93,37290
Office and Administrative Support,43-4021,Correspondence Clerks,Social,2.67,17.93,37290
Office and Administrative Support,43-4021,Correspondence Clerks,Enterprising,4.33,17.93,37290
Office and Administrative Support,43-4021,Correspondence Clerks,Conventional,6.67,17.93,37290
Office and Administrative Support,43-4051,Customer Service Representatives,Realistic,1.67,16.23,33750
Office and Administrative Support,43-4051,Customer Service Representatives,Investigative,1.33,16.23,33750
Office and Administrative Support,43-4051,Customer Service Representatives,Artistic,1,16.23,33750
Office and Administrative Support,43-4051,Customer Service Representatives,Social,4.33,16.23,33750
Office and Administrative Support,43-4051,Customer Service Representatives,Enterprising,6.33,16.23,33750
Office and Administrative Support,43-4051,Customer Service Representatives,Conventional,4.33,16.23,33750
Office and Administrative Support,43-4061,"Eligibility Interviewers, Government Programs",Realistic,1.33,22.12,46020
Office and Administrative Support,43-4061,"Eligibility Interviewers, Government Programs",Investigative,1,22.12,46020
Office and Administrative Support,43-4061,"Eligibility Interviewers, Government Programs",Artistic,1.67,22.12,46020
Office and Administrative Support,43-4061,"Eligibility Interviewers, Government Programs",Social,6,22.12,46020
Office and Administrative Support,43-4061,"Eligibility Interviewers, Government Programs",Enterprising,4.33,22.12,46020
Office and Administrative Support,43-4061,"Eligibility Interviewers, Government Programs",Conventional,5.67,22.12,46020
Office and Administrative Support,43-4071,File Clerks,Realistic,4.67,15.24,31700
Office and Administrative Support,43-4071,File Clerks,Investigative,2.33,15.24,31700
Office and Administrative Support,43-4071,File Clerks,Artistic,1,15.24,31700
Office and Administrative Support,43-4071,File Clerks,Social,2.33,15.24,31700
Office and Administrative Support,43-4071,File Clerks,Enterprising,3.67,15.24,31700
Office and Administrative Support,43-4071,File Clerks,Conventional,7,15.24,31700
Office and Administrative Support,43-4081,"Hotel, Motel, and Resort Desk Clerks",Realistic,2.33,11.39,23700
Office and Administrative Support,43-4081,"Hotel, Motel, and Resort Desk Clerks",Investigative,1,11.39,23700
Office and Administrative Support,43-4081,"Hotel, Motel, and Resort Desk Clerks",Artistic,1.33,11.39,23700
Office and Administrative Support,43-4081,"Hotel, Motel, and Resort Desk Clerks",Social,4,11.39,23700
Office and Administrative Support,43-4081,"Hotel, Motel, and Resort Desk Clerks",Enterprising,5.33,11.39,23700
Office and Administrative Support,43-4081,"Hotel, Motel, and Resort Desk Clerks",Conventional,6,11.39,23700
Office and Administrative Support,43-4111,"Interviewers, Except Eligibility and Loan",Realistic,1.33,16.38,34060
Office and Administrative Support,43-4111,"Interviewers, Except Eligibility and Loan",Investigative,1.33,16.38,34060
Office and Administrative Support,43-4111,"Interviewers, Except Eligibility and Loan",Artistic,1.33,16.38,34060
Office and Administrative Support,43-4111,"Interviewers, Except Eligibility and Loan",Social,4.67,16.38,34060
Office and Administrative Support,43-4111,"Interviewers, Except Eligibility and Loan",Enterprising,5.33,16.38,34060
Office and Administrative Support,43-4111,"Interviewers, Except Eligibility and Loan",Conventional,6,16.38,34060
Office and Administrative Support,43-4121,"Library Assistants, Clerical",Realistic,5.33,12.74,26500
Office and Administrative Support,43-4121,"Library Assistants, Clerical",Investigative,1.67,12.74,26500
Office and Administrative Support,43-4121,"Library Assistants, Clerical",Artistic,1,12.74,26500
Office and Administrative Support,43-4121,"Library Assistants, Clerical",Social,4,12.74,26500
Office and Administrative Support,43-4121,"Library Assistants, Clerical",Enterprising,2.67,12.74,26500
Office and Administrative Support,43-4121,"Library Assistants, Clerical",Conventional,7,12.74,26500
Office and Administrative Support,43-4131,Loan Interviewers and Clerks,Realistic,1.33,19.18,39890
Office and Administrative Support,43-4131,Loan Interviewers and Clerks,Investigative,1.33,19.18,39890
Office and Administrative Support,43-4131,Loan Interviewers and Clerks,Artistic,1,19.18,39890
Office and Administrative Support,43-4131,Loan Interviewers and Clerks,Social,2.67,19.18,39890
Office and Administrative Support,43-4131,Loan Interviewers and Clerks,Enterprising,4.67,19.18,39890
Office and Administrative Support,43-4131,Loan Interviewers and Clerks,Conventional,7,19.18,39890
Office and Administrative Support,43-4141,New Accounts Clerks,Realistic,2.33,17.21,35800
Office and Administrative Support,43-4141,New Accounts Clerks,Investigative,2,17.21,35800
Office and Administrative Support,43-4141,New Accounts Clerks,Artistic,1,17.21,35800
Office and Administrative Support,43-4141,New Accounts Clerks,Social,4.33,17.21,35800
Office and Administrative Support,43-4141,New Accounts Clerks,Enterprising,5.67,17.21,35800
Office and Administrative Support,43-4141,New Accounts Clerks,Conventional,6.67,17.21,35800
Office and Administrative Support,43-4151,Order Clerks,Realistic,3,16.09,33460
Office and Administrative Support,43-4151,Order Clerks,Investigative,1.33,16.09,33460
Office and Administrative Support,43-4151,Order Clerks,Artistic,1.33,16.09,33460
Office and Administrative Support,43-4151,Order Clerks,Social,4,16.09,33460
Office and Administrative Support,43-4151,Order Clerks,Enterprising,5,16.09,33460
Office and Administrative Support,43-4151,Order Clerks,Conventional,7,16.09,33460
Office and Administrative Support,43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",Realistic,1.33,19.42,40390
Office and Administrative Support,43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",Investigative,1.67,19.42,40390
Office and Administrative Support,43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",Artistic,1,19.42,40390
Office and Administrative Support,43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",Social,3.33,19.42,40390
Office and Administrative Support,43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",Enterprising,4.67,19.42,40390
Office and Administrative Support,43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",Conventional,7,19.42,40390
Office and Administrative Support,43-4171,Receptionists and Information Clerks,Realistic,1.67,14.01,29140
Office and Administrative Support,43-4171,Receptionists and Information Clerks,Investigative,1,14.01,29140
Office and Administrative Support,43-4171,Receptionists and Information Clerks,Artistic,1,14.01,29140
Office and Administrative Support,43-4171,Receptionists and Information Clerks,Social,3.33,14.01,29140
Office and Administrative Support,43-4171,Receptionists and Information Clerks,Enterprising,5.33,14.01,29140
Office and Administrative Support,43-4171,Receptionists and Information Clerks,Conventional,6.67,14.01,29140
Office and Administrative Support,43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,Realistic,1.67,17.9,37220
Office and Administrative Support,43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,Investigative,1.33,17.9,37220
Office and Administrative Support,43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,Artistic,1.67,17.9,37220
Office and Administrative Support,43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,Social,4,17.9,37220
Office and Administrative Support,43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,Enterprising,5.67,17.9,37220
Office and Administrative Support,43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,Conventional,6.33,17.9,37220
Office and Administrative Support,43-5011,Cargo and Freight Agents,Realistic,3.67,20.77,43210
Office and Administrative Support,43-5011,Cargo and Freight Agents,Investigative,1.67,20.77,43210
Office and Administrative Support,43-5011,Cargo and Freight Agents,Artistic,1,20.77,43210
Office and Administrative Support,43-5011,Cargo and Freight Agents,Social,2.33,20.77,43210
Office and Administrative Support,43-5011,Cargo and Freight Agents,Enterprising,5.67,20.77,43210
Office and Administrative Support,43-5011,Cargo and Freight Agents,Conventional,6.33,20.77,43210
Office and Administrative Support,43-5021,Couriers and Messengers,Realistic,7,13.81,28720
Office and Administrative Support,43-5021,Couriers and Messengers,Investigative,1,13.81,28720
Office and Administrative Support,43-5021,Couriers and Messengers,Artistic,1,13.81,28720
Office and Administrative Support,43-5021,Couriers and Messengers,Social,1.67,13.81,28720
Office and Administrative Support,43-5021,Couriers and Messengers,Enterprising,3,13.81,28720
Office and Administrative Support,43-5021,Couriers and Messengers,Conventional,3.33,13.81,28720
Office and Administrative Support,43-5031,"Police, Fire, and Ambulance Dispatchers",Realistic,4.67,19.55,40660
Office and Administrative Support,43-5031,"Police, Fire, and Ambulance Dispatchers",Investigative,2.67,19.55,40660
Office and Administrative Support,43-5031,"Police, Fire, and Ambulance Dispatchers",Artistic,1,19.55,40660
Office and Administrative Support,43-5031,"Police, Fire, and Ambulance Dispatchers",Social,3.33,19.55,40660
Office and Administrative Support,43-5031,"Police, Fire, and Ambulance Dispatchers",Enterprising,4,19.55,40660
Office and Administrative Support,43-5031,"Police, Fire, and Ambulance Dispatchers",Conventional,6.67,19.55,40660
Office and Administrative Support,43-5032,"Dispatchers, Except Police, Fire, and Ambulance",Realistic,4,18.98,39470
Office and Administrative Support,43-5032,"Dispatchers, Except Police, Fire, and Ambulance",Investigative,1.67,18.98,39470
Office and Administrative Support,43-5032,"Dispatchers, Except Police, Fire, and Ambulance",Artistic,1,18.98,39470
Office and Administrative Support,43-5032,"Dispatchers, Except Police, Fire, and Ambulance",Social,3,18.98,39470
Office and Administrative Support,43-5032,"Dispatchers, Except Police, Fire, and Ambulance",Enterprising,4,18.98,39470
Office and Administrative Support,43-5032,"Dispatchers, Except Police, Fire, and Ambulance",Conventional,6.67,18.98,39470
Office and Administrative Support,43-5041,"Meter Readers, Utilities",Realistic,5.33,19.4,40360
Office and Administrative Support,43-5041,"Meter Readers, Utilities",Investigative,1.67,19.4,40360
Office and Administrative Support,43-5041,"Meter Readers, Utilities",Artistic,1,19.4,40360
Office and Administrative Support,43-5041,"Meter Readers, Utilities",Social,2.67,19.4,40360
Office and Administrative Support,43-5041,"Meter Readers, Utilities",Enterprising,2.67,19.4,40360
Office and Administrative Support,43-5041,"Meter Readers, Utilities",Conventional,7,19.4,40360
Office and Administrative Support,43-5051,Postal Service Clerks,Realistic,3.67,26.58,55280
Office and Administrative Support,43-5051,Postal Service Clerks,Investigative,1,26.58,55280
Office and Administrative Support,43-5051,Postal Service Clerks,Artistic,1.33,26.58,55280
Office and Administrative Support,43-5051,Postal Service Clerks,Social,3,26.58,55280
Office and Administrative Support,43-5051,Postal Service Clerks,Enterprising,2.67,26.58,55280
Office and Administrative Support,43-5051,Postal Service Clerks,Conventional,7,26.58,55280
Office and Administrative Support,43-5052,Postal Service Mail Carriers,Realistic,5.67,26.54,55210
Office and Administrative Support,43-5052,Postal Service Mail Carriers,Investigative,1.33,26.54,55210
Office and Administrative Support,43-5052,Postal Service Mail Carriers,Artistic,1,26.54,55210
Office and Administrative Support,43-5052,Postal Service Mail Carriers,Social,3,26.54,55210
Office and Administrative Support,43-5052,Postal Service Mail Carriers,Enterprising,3.33,26.54,55210
Office and Administrative Support,43-5052,Postal Service Mail Carriers,Conventional,6.33,26.54,55210
Office and Administrative Support,43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",Realistic,4.67,28.26,58770
Office and Administrative Support,43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",Investigative,1,28.26,58770
Office and Administrative Support,43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",Artistic,1,28.26,58770
Office and Administrative Support,43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",Social,1.33,28.26,58770
Office and Administrative Support,43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",Enterprising,2.33,28.26,58770
Office and Administrative Support,43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",Conventional,7,28.26,58770
Office and Administrative Support,43-5061,"Production, Planning, and Expediting Clerks",Realistic,2.67,22.88,47580
Office and Administrative Support,43-5061,"Production, Planning, and Expediting Clerks",Investigative,1.67,22.88,47580
Office and Administrative Support,43-5061,"Production, Planning, and Expediting Clerks",Artistic,1,22.88,47580
